id,budget,revenue,original_title,cast,homepage,director,tagline,keywords,overview,genres,production_companies,vote_average,release_year
1088,0,0,Fort Bliss,Michelle Monaghan|Emmanuelle Chriqui|Pablo Schreiber|Ron Livingston|Freddy RodrÃ­guez,,Claudia Myers,Soldier. Mother. So many expectations.,war veteran|woman director|afghanistan veteran,"After returning home from an extended tour in Afghanistan, a decorated U.S. Army medic and single mother struggles to rebuild her relationship with her young son.",War|Drama,National Picture Show Entertainment|Yeniceri Produksiyon A.S.,6.2,2014
1089,0,1503616,Finding Vivian Maier,,http://www.vivianmaier.com/film-finding-vivian-maier/,John Maloof|Charlie Siskel,,,"Vivian Maier's photos were seemingly destined for obscurity, lost among the clutter of the countless objects she'd collected throughout her life. Instead these images have shaken the world of street photography and irrevocably changed the life of the man who brought them to the public eye. This film brings to life the interesting turns and travails of the improbable saga of John Maloof's discovery of Vivian Maier, unravelling this mysterious tale through her documentary films, photographs, odd collections and personal accounts from the people that knew her. What started as a blog to show her work quickly became a viral sensation in the photography world. Photos destined for the trash heap now line gallery exhibitions, a forthcoming book and this documentary film.",Documentary,,7.8,2014
1090,0,1156000,Where Hope Grows,Danica McKellar|William Zabka|Kerr Smith|McKaley Miller|Kristoffer Polaha,http://wherehopegrowsmovie.com/,Chris Dowling,AN UNEXPECTED JOURNEY. AN UNEXPECTED FRIENDSHIP.,,"Calvin Campbell is a former professional baseball player sent to an early retirement due to his panic attacks at the plate. Even though he had all the talent for the big leagues, he struggles with the curveballs life has thrown him. Today, he mindlessly sleepwalks through his days and the challenge of raising his teenager daughter. His life is in a slow downward spiral when it is suddenly awakened and invigorated by the most unlikely person â€“ Produce, a young-man with Down syndrome who works at the local grocery store.",Drama,Godspeed Pictures,7.2,2014
1091,0,0,The Well,Haley Lu Richardson|Booboo Stewart|Max Charles|Nicole Fox|Michael Welch,https://www.facebook.com/TheLastSurvivorsMovie,Thomas S. Hammock,Stand your ground.,post-apocalyptic|revenge|murder|survival|drought,"In the near future, society collapses and water becomes scarce. When a greedy water baron starts violently clearing out survivors, Kendal, a 17-year-old teenager, fights the baron's henchman to keep a well open.",Horror|Thriller|Action,Federighi Films,5.5,2014
1092,0,0,Dinosaur 13,Peter L. Larson|Louie Psihoyos|Stan Adelstein|Lanice Archer,,Todd Douglas Miller,The true tale of one of the greatest discoveries in history.,paleontology|tyrannosaurus rex|paleontologist|dinosaur|south dakota,Documentary about the discovery of the largest T-Rex fossil found.,Documentary,Statement Pictures,7,2014
1093,0,28208,"Like Sunday, Like Rain",Leighton Meester|Debra Messing|Billie Joe Armstrong|Julian Shatkin|Georgia X. Lifsher,http://www.montereymedia.com/likesundaylikerain/,Frank Whaley,Some gifts come in extraordinary packages.,au pair|friendship|drama|new york city,A struggling musician becomes a 12-year-old musical prodigy's guardian for a summer.,Music|Drama,FJ Productions|BB Films,7.4,2014
1094,10000000,0,Cesar Chavez,Michael PeÃ±a|Rosario Dawson|America Ferrera|Jacob Vargas|Gabriel Mann,https://www.facebook.com/CesarChavezMovie,Diego Luna,History is made one step at a time.,,"A biography of the civil-rights activist and labor organizer Cesar Chavez.  Chronicling the birth of a modern American labour movement, Cesar Chavez tells the story of the famed civil rights leader and labour organiser torn between his duties as a husband and father and his commitment to securing a living wage for farm workers. Passionate but soft-spoken, Chavez embraced non-violence as he battled greed and prejudice in his struggle to bring dignity to working people.",Drama,,5.3,2014
1095,0,0,Little Accidents,Elizabeth Banks|Boyd Holbrook|ChloÃ« Sevigny|Jacob Lofland|Josh Lucas,,Sara Colangelo,,small town|woman director|miners|mining accident,"In a small American coal town living in the shadow of a recent mining accident, the disappearance of a teenage boy draws three people togetherâ€”a surviving miner, the lonely wife of a mine executive, and a local boyâ€”in a web of secrets.",Drama,MindSmack Productions|Archer Gray|Maiden Voyage Pictures,5,2014
1096,0,0,Supermensch: The Legend of Shep Gordon,Shep Gordon|Alice Cooper|Sylvester Stallone|Anne Murray|Willie Nelson,,Mike Myers|Beth Aala,,musician|biography|music business|rock music|chef,"In 1991, music manager Shep Gordon held Mike Myers over a barrel a few weeks before shooting Wayneâ€™s World regarding an Alice Cooper song Myers wanted to use in the film. They have been close friends ever since. Twenty-two years later, the story of Gordonâ€™s legendary life in the Ã¼ber-fast lane is now told in Myersâ€™ directorial debut. And this time itâ€™s Myers who has Gordon over a barrel. Shep Gordon: capitalist, protector, hedonist, pioneer, showman, shamanâ€¦ Supermensch!",Documentary,A&E IndieFilms|Nomoneyfun Films,7.6,2014
1097,0,0,The Internet's Own Boy: The Story of Aaron Swartz,Aaron Swartz|Tim Berners-Lee|Cory Doctorow|Peter Eckersley|Lawrence Lessig,,Brian Knappenberger,Information is power.,hacker|internet|aaron swartz,Programming prodigy and information activist Aaron Swartz achieved groundbreaking work in social justice and political organizing. His passion for open access ensnared him in a legal nightmare that ended with the taking of his own life at the age of 26.,Documentary,Participant Media|FilmBuff|Luminant Media|Unjustus Films,7.8,2014
1098,0,0,Almost Home,Steve Martin|Tom McGrath|David Soren,,Todd Wilderman,,,"A group of aliens searching for a new planet on which to make home, with little success. Promotional short for Dreamworks Animation's forthcoming feature, Home.",Adventure|Animation|Science Fiction,DreamWorks Animation,6.8,2014
1099,0,0,Harmontown,Dan Harmon|Erin McGathy|Spencer Crittenden|Steve Agee|Jack Black,http://live.harmontown.com/,Neil Berkeley,Sometimes the only way to self-improve is to self-destruct.,tour|comedy|relationship|podcast,"A comedic, brutally honest documentary following self-destructive TV writer Dan Harmon (NBC's Community) as he takes his live podcast on a national tour.",Documentary,,6.9,2014
1100,6000000,0,El Inventor de Juegos,Ed Asner|David Mazouz|Joseph Fiennes|Tom Cavanagh|Valentina Lodovini,,Juan Pablo Buscarini,,inventor|board game|children|orphan|based on a children's book,"Young Ivan Drago's newfound love of board games catapults him into the fantastical and competitive world of game invention, and pits him against the inventor Morodian, who has long desired to destroy the city of Zyl, founded by Ivan's grandfather. To save his family and defeat Morodian, Ivan must come to know what it is to be a true GAMES MAKER.",Adventure|Family,Sepia Films|DAP Italy|TelevisiÃ³n Federal (Telefe)|Pampa Films|Benteveo Producciones,4.9,2014
1101,0,0,Petals on the Wind,Heather Graham|Ellen Burstyn|Rose McIver|Wyatt Nash|Bailey De Young,,Karen Moncrieff,,woman director,"This sequel to Flowers in the Attic picks up 10 years after Cathy, Chris and Carrie managed to escape Foxworth Hall.",TV Movie|Romance|Drama|Thriller,Cue the Dog Productions|A+E Studios|Fries Film Company,6.1,2014
1102,0,0,Iron Man & Captain America: Heroes United,Adrian Pasdar|Roger Craig Smith|Fred Tatasciore|David Kaye|Clancy Brown,http://marvel-movies.wikia.com/wiki/Iron_Man_%26_Captain_America:_Heroes_United,Leo Riley,Iron Man and Captain America team up in groundbreaking Marvel CG Animation.,marvel comic|superhero|based on comic book,"Iron Man and Captain America battle to keep the Red Skull and his triggerman, Taskmaster, from unleashing an army of Hydra Brutes on the world!  Sequel to the film ""Iron Man &amp; Hulk: Heroes United"" and feature Iron Man teaming up with Captain America, it comes to accompany the live-action film ""Captain America: The Winter Soldier"".",Adventure|Animation|Action,Marvel Studios,6.2,2014
1103,0,0,Preservation,Pablo Schreiber|Aaron Staton|Wrenn Schmidt|Cody Saintgnue|Nick Saso,,Christopher Denham,,woods|survival,"Three family members head deep into the woods for a hunting trip that doubles as a distraction from their troubles at home. When all of their gear is stolen, they turn on each other, but soon realize there are much more treacherous forces at work.",Thriller|Horror,Present Pictures,5.1,2014
1104,0,0,My Man is a Loser,Tika Sumpter|John Stamos|Michael Rapaport|Bryan Callen|Diane Guerrero,,Mike Young,,,"When it comes to women, playboy Mike has all the right moves. So when Mike's buddies  ask for advice on how to reconnect with their wives, Mike figures he'll share some secrets and help the guys regain their marriage mojo. But when Mike's lessons start backfiring with hilarious results, it takes a beautiful, no-nonsense friend to show Mike he still has a thing or two to learn about relationships.",Comedy,,4.9,2014
1105,0,0,Virunga,AndrÃ© Bauma|Emmanuel de Merode|MÃ©lanie Gouby|Rodrigue Mugaruka Katembo|Vianney Kazarama,,Orlando von Einsiedel,,,"Virunga in the Democratic Republic of the Congo is Africaâ€™s oldest national park, a UNESCO world heritage site, and a contested ground among insurgencies seeking to topple the government that see untold profits in the land. Among this ongoing power struggle, Virunga also happens to be the last natural habitat for the critically endangered mountain gorilla. The only thing standing in the way of the forces closing in around the gorillas: a handful of passionate park rangers and journalists fighting to secure the parkâ€™s borders and expose the corruption of its enemies. Filled with shocking footage, and anchored by the surprisingly deep and gentle characters of the gorillas themselves, Virunga is a galvanizing call to action around an ongoing political and environmental crisis in the Congo.",Documentary|War,Grain Media|Violet Films,7.9,2014
1106,0,0,Interstellar: Nolan's Odyssey,Alex Zane|Michael Caine|Jessica Chastain|Anne Hathaway|Hugh Jackman,,Dan Storey,,making of|space exploration,"Behind the scenes of Christopher Nolan's sci-fi drama, which stars Matthew McConaughey and Anne Hathaway",Documentary,Sky Movies,7.9,2014
1107,0,0,American Muscle,Nick Principe|Todd Farmer|Malice McMunn|Trent Haaga|John Fallon,,Ravi Dhar,"You owe, You pay",,John Falcon did 10 years of hard time in prison. Now he's got 24 hours to get revenge on every person who had a hand in sending him there.,Action,Snowfort Pictures|Paradise City,2.8,2014
1108,0,0,Deep in the Darkness,Dean Stockwell|Sean Patrick Thomas|Dina Cataldi|Kristen Bush,,Colin Theys,,,"Dr. Michael Cayle thought leaving the chaotic lifestyle of New York City behind for the quiet, small town of Ashborough would bring his family closer together. Soon after arriving, however, he discovers the town's deepest secret: a terrifying and controlling race of creatures that live amongst the darkness in the woods behind his home.",Horror|Thriller,,4.9,2014
1109,0,0,Jacky au royaume des filles,Vincent Lacoste|Charlotte Gainsbourg|Didier Bourdon|AnÃ©mone|ValÃ©rie Bonneton,,Riad Sattouf,,,"The film is set in a world, the Popular Democratic Republic of Bubunne, in which women hold the power and men are forced to wear veils and stay at home.",Comedy,Les Films des Tournelles|Pathe|Studio 27,5.2,2014
1110,0,0,Alien Abduction,Katherine Sigimund|Corey Eid|Riley Polanski|Jillian Clare|Jeff Bowser,http://www.alienabductionfilm.com/,Matty Beckerman,Fear The Lights...,north carolina|vacation|alien|trap|found footage,A vacationing family encounters an alien threat in this pulse-pounding thriller based on the real-life Brown Mountain Lights phenomenon in North Carolina.,Horror|Science Fiction|Thriller,Next Entertainment|Lawrence Bender Productions|BIG Pictures|Exclusive Media Group|Mob Scene Creative Productions,4.6,2014
1111,0,0,ì‹ ì˜ í•œ ìˆ˜,Lee Beom-soo|Jung Woo-Sung|Lee Si-young|Ahn Sung-Ki|Kim In-Kwon,,Cho Beom-gu,,prison|gambling|knife|revenge|murder,"Professional baduk (go) player Tae-seok loses a high-stakes game to infamous underground gambler Sal-soo, and ends up framed for the murder of his own brother and locked up in prison. He vows revenge and trains ferociously. After serving his seven-year sentence, he gets in touch with his brother's former associate ""Tricks,"" hermit and blind master player ""The Lord,"" and skillful junkyard owner Mok-su; together, they begin formulating a plan to get back at Sal-soo and his men. Tae-seok slowly penetrates Sal-soo's inner circle and his gambling joint, and eliminates Sal-soo's men one by one. But Sal-soo discovers Tae-seok's true identity and engages him in one final game that will seal the fates of the two men involved.",Action|Crime|Drama,,6.8,2014
